8,16,25,26,27,39,
5,7,23,29,30,40,
1,3,24,28,32,43,
1,4,18,27,34,42,
3,19,24,29,41,45,
6,12,26,30,35,37,
9,22,30,33,38,41,
14,16,17,26,28,41,
9,10,24,26,33,40,
14,28,30,31,37,39,
1,16,18,36,39,40,
12,15,24,30,39,42,
1,4,27,30,36,42,
16,19,20,23,24,28,
6,13,18,21,30,36,
6,12,36,42,43,44,
3,12,16,26,30,41,
8,15,19,25,30,36,
1,18,23,27,30,34,
5,6,12,27,40,41,
3,11,26,40,42,45,
8,12,25,33,36,38,
1,2,12,15,25,36,
5,6,13,16,37,39,
5,6,25,27,35,38,
2,3,15,20,32,37,
8,11,13,29,42,45,
1,8,10,22,35,44,
2,20,24,28,31,38,
6,17,30,31,35,38,
8,25,31,35,39,44,
13,21,22,28,29,45,
3,26,35,40,43,45,
1,11,16,20,40,41,
1,27,36,38,41,43,
1,3,6,7,24,41,
4,8,13,27,41,43,
2,18,26,27,36,44,
7,12,15,26,28,35,
4,9,20,22,37,44,
5,8,13,18,19,24,
2,4,9,12,42,44,
8,14,21,28,30,43,
1,3,12,19,27,42,
5,9,10,14,18,31,
9,10,22,23,28,32,
12,15,16,19,42,44,
15,18,19,38,40,42,
15,16,26,33,38,44,
3,9,12,34,35,45,
8,13,21,34,41,42,
5,9,10,18,29,45,
1,6,23,30,33,38,
8,17,19,25,39,42,
6,18,19,23,32,33,
4,11,19,26,27,35,
10,20,21,23,28,35,
16,18,22,40,41,43,
3,5,9,15,31,37,
6,30,37,38,42,44,
16,20,26,35,41,42,
8,11,23,30,40,45,
5,15,18,34,35,36,
3,4,10,11,17,30,
6,14,16,18,20,26,
1,7,11,15,17,24,
2,24,27,32,39,44,
17,21,27,28,43,44,
2,4,14,32,35,38,
4,5,19,24,31,35,
3,13,32,39,40,41,
3,5,11,15,23,27,
1,9,10,28,32,37,
11,13,17,33,37,42,
11,16,26,30,35,44,
10,16,35,37,41,43,
2,4,11,22,29,33,
15,22,29,42,44,45,
26,28,30,31,32,42,
2,9,16,25,32,35,
12,15,21,27,38,45,
3,15,19,24,25,38,
6,12,13,25,31,44,
4,7,23,39,40,45,
3,5,11,14,24,27,
8,11,14,28,41,43,
5,13,20,30,33,39,
3,5,7,9,16,29,
5,13,17,23,24,25,
4,7,26,36,37,43,
4,10,14,21,33,43,
7,18,21,30,31,39,
11,17,23,24,25,38,
10,11,16,25,31,40,
5,20,21,25,30,42,
2,4,8,23,27,32,
3,10,20,33,35,36,
19,21,32,33,42,44,
1,3,11,14,28,34,
13,18,23,31,36,42,
3,4,19,21,26,29,
1,5,16,19,25,42,
3,4,6,7,26,29,
3,5,28,40,44,45,
5,7,12,17,19,21,
3,5,10,31,40,41,
5,17,20,22,36,38,
3,10,17,31,38,39,
17,23,24,26,41,43,
1,2,18,23,34,38,
16,28,33,35,41,42,
4,20,25,26,28,40,
15,16,29,31,34,41,
7,12,17,33,39,40,
5,7,16,30,33,40,
13,22,32,33,39,45,
10,15,19,34,36,43,
2,22,25,26,32,37,
3,10,13,15,31,42,
8,13,20,21,24,26,
14,22,23,35,41,44,
27,28,33,39,42,43,
9,19,25,28,34,45,
7,9,14,19,30,32,
14,15,19,20,38,44,
1,9,11,19,25,45,
3,8,15,16,19,20,
1,20,24,27,32,40,
1,2,6,15,32,40,
4,14,25,32,34,36,
1,4,11,13,19,25,
1,11,26,34,39,41,
7,19,24,35,39,45,
28,30,33,34,35,44,
20,23,33,37,40,42,
3,11,17,26,28,38,
4,14,20,27,30,33,
12,17,22,26,27,36,
1,2,23,28,32,40,
9,24,27,28,32,39,
2,3,5,15,26,43,
10,19,24,27,28,36,
14,23,26,30,36,41,
3,22,23,31,36,37,
9,22,26,35,40,43,
2,5,7,12,28,30,
1,3,7,12,40,45,
3,9,16,17,37,44,
5,16,22,26,27,44,
7,18,23,30,31,37,
8,11,15,16,42,43,
4,6,26,36,37,38,
2,11,16,18,20,42,
7,8,9,14,32,42,
14,15,16,19,23,29,
2,3,24,32,42,44,
6,9,10,21,28,31,
6,18,22,27,37,40,
19,20,26,41,42,44,
8,14,18,22,28,40,
10,21,24,26,30,44,
2,7,9,17,28,41,
3,4,6,14,15,25,
21,23,27,33,40,45,
7,20,33,36,39,42,
6,12,21,32,36,43,
3,4,11,27,35,38,
2,10,12,18,29,42,
11,27,32,39,42,45,
3,10,12,21,23,28,
3,21,28,30,32,38,
10,21,22,24,25,44,
15,19,31,32,39,43,
1,11,14,16,17,18,
1,7,8,19,29,34,
3,4,17,20,23,30,
4,12,13,25,38,42,
5,7,12,14,35,43,
10,24,29,40,42,44,
2,25,30,33,43,45,
2,5,10,31,35,41,
5,7,11,26,31,32,
2,5,6,16,21,33,
2,13,16,20,22,43,
27,33,34,40,41,43,
5,7,16,20,29,42,
17,20,23,24,28,37,
4,10,21,24,27,32,
2,16,20,21,26,29,
21,22,27,31,41,42,
7,9,15,26,37,41,
3,4,13,30,31,36,
2,5,13,16,31,34,
13,19,28,34,36,45,
1,6,14,15,18,44,
11,12,25,31,36,37,
17,21,23,25,28,36,
6,8,29,35,43,45,
2,13,16,22,39,41,
6,8,17,32,34,42,
3,19,20,24,37,45,
16,21,22,27,38,43,
5,9,14,17,21,41,
3,6,7,13,21,28,
1,3,20,32,37,45,
14,18,19,30,35,41,
12,25,28,33,35,43,
1,4,7,24,36,43,
9,15,18,19,22,43,
3,6,20,22,33,36,
2,7,15,26,33,36,
6,7,30,37,41,43,
6,31,32,36,42,45,
9,18,21,29,37,41,
5,25,37,40,42,43,
14,18,22,31,37,44,
10,12,26,30,31,38,
14,18,20,21,37,43,
1,2,13,21,29,34,
5,8,9,24,35,44,
11,15,22,26,28,43,
6,22,24,33,40,44,
10,15,23,24,38,40,
10,25,30,36,40,45,
2,8,15,27,35,44,
10,16,21,31,42,43,
2,6,12,25,35,37,
6,9,19,34,35,38,
9,15,34,35,37,42,
4,9,24,27,29,31,
4,18,21,32,36,39,
4,10,14,24,26,38,
5,12,14,24,36,44,
1,2,7,13,35,44,
3,5,7,18,31,40,
11,14,15,16,20,31,
17,21,31,33,36,40,
16,23,24,28,32,44,
6,8,15,19,36,37,
8,12,31,33,40,45,
3,9,12,13,37,40,
18,23,31,35,38,45,
8,10,16,19,23,41,
1,26,27,28,37,39,
4,9,14,26,27,33,
5,13,21,22,33,43,
7,17,20,22,34,37,
5,16,21,24,26,29,
1,11,19,27,38,41,
2,6,9,31,32,36,
8,11,14,28,31,43,
7,15,21,22,28,34,
4,5,12,33,40,43,
7,9,19,21,29,43,
16,24,38,40,42,44,
3,6,24,29,31,37,
2,10,17,29,33,42,
6,17,19,22,28,41,
12,22,25,26,33,42,
2,10,11,24,42,44,
21,33,36,37,40,45,
5,13,16,26,28,31,
4,9,11,37,39,41,
18,21,33,36,37,42,
3,15,24,31,36,39,
24,30,31,33,34,39,
1,5,8,33,35,42,
16,17,21,35,39,41,
8,10,21,22,39,44,
2,34,37,42,44,45,
5,6,19,21,29,36,
8,14,19,25,26,37,
11,26,29,36,38,45,
4,13,14,22,33,38,
7,24,28,32,36,44,
7,16,23,38,41,45,
8,29,36,38,44,45,
4,8,14,23,25,31,
3,4,6,12,21,43,
2,3,6,13,16,26,
8,12,29,34,35,37,
3,10,12,14,38,45,
10,15,18,21,28,35,
10,20,27,29,33,44,
5,8,11,21,42,45,
20,22,31,38,44,45,
5,6,12,14,18,40,
2,15,24,28,30,37,
3,13,29,33,43,44,
11,12,25,30,37,42,
11,20,25,37,42,45,
18,20,28,39,40,41,
11,16,18,20,42,45,
21,25,34,37,44,45,
1,7,21,23,40,41,
15,16,18,20,35,36,
7,22,27,34,35,42,
2,25,28,31,38,44,
4,14,25,30,39,43,
3,4,11,14,30,32,
2,8,17,26,35,40,
13,24,27,33,35,42,
5,11,15,16,20,32,
6,14,16,26,36,40,
11,18,24,25,29,40,
3,23,28,33,35,40,
7,14,21,27,33,43,
6,13,26,39,41,42,
14,17,21,25,36,38,
4,15,17,27,35,37,
4,16,29,32,33,38,
1,8,23,24,26,45,
5,10,12,25,30,35,
7,10,29,33,35,43,
3,16,18,30,36,43,
5,10,32,38,40,43,
8,10,13,14,15,36,
7,17,26,39,41,42,
1,13,15,26,30,38,
8,18,21,24,39,40,
3,5,12,20,34,45,
15,22,25,30,37,38,
6,14,15,16,26,41,
17,18,19,26,34,38,
1,4,9,10,17,41,
5,21,23,31,34,43,
2,6,8,29,33,44,
8,16,18,19,24,44,
1,4,7,11,17,20,
8,9,12,30,37,39,
7,9,10,33,38,40,
3,13,14,28,34,40,
3,11,19,20,21,36,
5,13,20,30,42,44,
4,11,23,31,32,36,
5,10,16,18,29,36,
1,4,25,31,34,42,
7,12,14,15,27,32,
1,8,23,24,35,44,
4,10,13,14,23,24,
2,3,12,13,16,31,
7,8,12,21,37,45,
14,16,25,31,36,38,
2,3,13,33,35,43,
9,10,13,20,31,33,
10,11,19,27,43,44,
4,10,13,15,19,41,
3,8,13,24,27,35,
7,10,12,24,25,27,
8,16,18,25,30,44,
4,14,24,30,41,43,
2,6,8,32,35,43,
5,23,24,27,30,43,
4,11,22,26,29,33,
2,3,4,15,19,42,
2,14,22,32,33,43,
2,5,9,20,24,33,
2,4,23,26,30,32,
5,18,19,30,31,42,
1,6,17,32,33,34,
6,13,25,27,37,39,
1,3,12,18,21,24,
2,12,18,22,43,45,
3,7,11,17,26,27,
10,19,32,43,44,45,
12,13,19,41,42,45,
3,12,21,27,29,43,
6,8,15,24,31,34,
3,5,22,26,31,35,
6,7,34,37,38,43,
2,3,4,18,35,41,
4,7,11,18,27,31,
4,13,18,22,27,42,
2,15,16,24,28,30,
10,14,18,22,27,45,
14,17,25,29,32,38,
4,15,17,26,35,45,
4,16,18,22,23,35,
10,22,27,40,41,43,
10,12,24,40,43,44,
3,16,19,20,41,44,
2,6,24,28,42,44,
3,5,10,15,27,43,
15,21,22,25,32,42,
11,19,22,25,35,42,
3,20,23,28,31,45,
5,6,22,26,28,31,
7,29,32,39,40,41,
4,14,15,19,29,34,
3,6,9,13,41,42,
2,17,24,36,41,42,
3,10,11,21,28,32,
6,20,22,30,32,40,
7,13,25,31,40,45,
18,20,35,36,37,44,
29,33,39,40,41,45,
6,25,26,27,34,35,
2,4,8,10,30,39,
9,20,22,27,33,45,
7,16,32,34,35,41,
5,6,18,21,29,34,
2,5,10,20,39,42,
2,20,23,32,34,38,
7,8,9,23,39,43,
5,25,34,39,41,44,
9,18,22,28,35,44,
1,11,12,25,27,44,
7,13,25,32,36,45,
2,5,17,23,24,25,
11,14,21,34,35,43,
16,20,23,30,33,45,
15,21,22,30,37,41,
2,21,27,33,37,43,
15,25,30,31,33,40,
2,3,5,26,40,41,
4,5,6,10,29,38,
4,8,9,10,23,32,
11,19,20,21,23,30,
8,10,23,28,29,43,
4,15,23,34,43,44,
8,9,13,17,35,41,
15,32,33,35,38,39,
10,13,15,17,22,37,
1,8,18,26,27,42,
4,6,23,32,34,42,
5,12,25,33,42,43,
9,29,30,37,38,39,
2,7,10,21,38,45,
10,12,18,20,22,35,
2,13,15,19,22,45,
2,13,14,30,39,42,
2,10,17,31,38,44,
30,37,38,42,43,45,
2,20,22,23,25,33,
9,12,20,30,34,35,
5,18,25,30,38,44,
5,12,17,27,36,40,
14,19,20,24,28,39,
4,25,30,31,33,37,
3,30,37,38,39,43,
16,19,21,30,35,43,
4,10,18,26,33,40,
2,10,21,23,33,39,
14,29,31,33,44,45,
3,17,21,23,25,29,
8,12,19,26,30,31,
4,15,21,24,29,42,
2,3,13,16,34,43,
4,5,31,33,36,37,
1,8,19,24,29,39,
3,4,14,16,27,32,
15,17,20,22,25,36,
11,12,19,24,33,38,
15,16,22,31,40,42,
2,4,13,15,23,26,
4,9,25,36,37,43,
5,6,10,20,27,43,
4,5,16,23,24,45,
1,7,12,17,18,41,
12,20,24,31,33,39,
2,11,21,23,28,42,
6,19,20,24,25,43,
24,27,28,32,41,43,
14,15,18,19,28,43,
1,8,17,30,31,32,
8,14,22,32,34,45,
7,11,14,16,17,21,
12,15,21,27,40,42,
19,37,38,40,41,43,
8,11,19,22,30,33,
8,17,32,39,41,45,
6,9,11,15,23,45,
10,24,29,30,37,39,
9,14,20,25,27,33,
6,11,12,27,33,38,
2,7,28,38,44,45,
11,12,13,15,17,18,
2,11,16,28,36,39,
3,12,16,30,39,40,
17,20,24,26,33,41,
17,27,28,32,33,37,
1,13,15,20,22,40,
2,9,25,31,35,44,
6,14,18,20,35,37,
11,26,35,40,43,45,
4,9,14,21,32,35,
7,8,27,31,36,39,
2,7,10,23,25,42,
2,8,27,28,33,39,
14,16,18,22,24,39,
2,16,20,25,29,41,
1,22,27,29,38,39,
7,23,28,38,43,45,
5,8,23,27,40,43,
5,9,11,17,26,27,
2,8,15,22,29,42,
7,10,14,23,35,40,
3,6,10,11,18,44,
24,29,31,39,41,43,
2,7,15,22,24,28,
6,17,29,38,41,42,
3,6,16,34,43,44,
4,5,15,16,32,40,
1,20,24,28,30,43,
1,7,18,30,32,34,
2,5,11,12,17,42,
19,28,30,33,34,36,
1,2,12,15,19,21,
9,21,24,30,35,36,
14,18,22,27,40,43,
4,8,11,24,38,45,
4,23,24,33,41,45,
14,20,29,32,39,41,
5,7,8,12,22,45,
3,11,13,25,27,36,
4,5,24,29,30,31,
2,11,24,26,30,32,
15,19,21,33,40,44,
9,22,25,31,39,42,
2,3,4,9,15,30,
3,4,9,18,20,32,
4,8,10,25,30,35,
4,6,18,23,25,37,
7,13,15,16,23,31,
11,17,20,22,39,45,
4,5,13,16,18,20,
1,2,25,27,43,45,
6,9,11,14,32,36,
4,6,17,18,22,38,
7,12,14,29,42,44,
3,9,14,16,19,20,
2,5,13,14,20,21,
18,21,26,28,32,39,
2,13,21,23,28,38,
1,6,20,34,36,43,
2,3,5,9,26,29,
1,3,4,7,30,43,
10,12,14,27,32,35,
5,23,25,31,33,41,
7,10,11,23,24,37,
2,4,10,26,34,41,
3,7,11,23,36,38,
24,32,34,40,42,45,
3,7,17,19,33,41,
9,21,22,32,33,35,
2,9,20,23,28,35,
10,11,18,31,43,45,
3,6,15,17,34,36,
17,20,23,26,32,42,
5,7,16,23,32,34,
5,11,14,21,39,42,
3,9,18,26,33,44,
7,9,11,25,26,29,
1,5,11,18,24,35,
6,21,25,26,31,39,
1,11,23,29,32,33,
2,3,13,21,33,38,
1,2,13,20,26,27,
18,23,26,34,40,43,
9,11,28,29,30,34,
7,9,23,36,39,40,
8,26,29,38,39,45,
15,19,24,28,30,42,
3,5,12,19,31,34,
1,5,7,25,29,45,
9,20,21,25,33,38,
3,5,6,8,13,26,
2,9,10,15,19,28,
4,9,23,26,28,41,
3,14,16,34,36,45,
2,4,11,13,16,41,
6,8,16,21,22,26,
4,14,27,30,32,34,
1,20,26,32,40,44,
8,16,29,30,35,41,
16,20,24,25,39,44,
1,14,26,29,39,41,
3,5,16,33,35,44,
8,24,25,34,36,37,
1,4,26,37,42,45,
3,10,16,28,30,39,
2,11,27,32,37,41,
15,21,23,28,36,43,
14,17,20,21,32,43,
2,5,17,37,40,43,
9,15,17,29,30,35,
2,8,19,23,24,29,
3,4,8,29,38,43,
7,9,16,17,26,44,
6,17,28,36,38,45,
4,6,10,21,34,39,
1,6,9,20,23,26,
1,2,9,14,16,43,
1,2,29,30,40,44,
13,14,18,25,41,43,
17,18,20,35,36,43,
10,13,16,24,40,41,
8,13,17,25,29,39,
8,25,28,31,42,44,
4,11,30,33,35,36,
2,8,35,36,37,39,
4,8,18,19,20,26,
2,13,16,21,29,43,
6,13,21,28,38,41,
2,12,28,29,39,43,
7,9,23,40,42,44,
3,10,12,14,21,37,
7,27,29,30,33,38,
5,15,27,32,33,34,
2,8,13,24,29,30,
2,3,8,34,35,44,
5,7,14,31,35,45,
7,27,28,30,39,40,
4,12,22,26,42,44,
1,4,18,27,35,37,
9,11,16,17,24,37,
1,14,15,24,30,35,
5,10,15,29,36,45,
5,10,22,26,42,45,
5,29,31,32,35,39,
3,15,27,36,39,42,
2,14,19,20,21,27,
5,24,28,36,40,44,
20,22,24,26,30,43,
2,16,26,27,39,44,
13,15,21,23,37,44,
2,10,12,14,15,38,
3,9,14,20,21,23,
7,19,21,24,27,36,
31,34,35,36,41,44,
1,6,14,16,18,41,
2,16,21,29,36,42,
3,23,30,33,41,43,
6,8,15,18,22,40,
8,9,27,29,30,42,
1,10,18,21,22,31,
6,7,13,24,33,40,
2,5,6,9,21,22,
4,9,10,23,37,38,
3,30,36,38,39,44,
6,8,12,22,28,41,
1,6,14,17,19,22,
1,11,24,35,43,44,
3,4,8,12,31,42,
7,8,15,19,22,36,
10,16,21,24,26,45,
12,22,24,33,37,40,
8,10,11,23,29,42,
11,12,18,22,32,37,
2,3,19,26,36,37,
2,13,14,31,36,41,
8,10,18,29,31,39,
2,14,24,34,35,45,
1,2,5,22,31,43,
2,6,23,25,39,45,
2,5,10,28,39,44,
4,23,24,30,32,37,
3,17,32,34,35,44,
7,10,12,15,16,22,
3,14,26,33,39,42,
4,7,13,15,44,45,
2,5,9,11,21,37,
2,3,13,21,29,41,
6,8,20,26,38,41,
10,19,20,21,22,32,
9,24,26,32,39,45,
3,15,27,36,38,43,
2,4,5,11,33,38,
15,20,21,23,35,38,
12,28,29,31,42,44,
8,15,22,28,32,39,
18,27,31,34,37,43,
13,17,32,35,42,43,
4,13,24,26,28,33,
2,12,14,18,23,42,
1,23,35,36,40,45,
7,8,13,16,21,34,
1,8,13,33,36,44,
11,20,31,34,39,42,
17,21,26,27,40,45,
23,26,30,31,37,38,
15,28,30,37,38,40,
5,6,18,21,23,26,
3,5,13,29,30,35,
2,3,13,32,38,40,
7,15,16,18,25,45,
3,8,25,35,36,39,
1,4,7,19,29,36,
6,17,26,35,43,45,
3,5,21,24,36,45,
2,5,19,21,37,40,
1,4,15,27,35,36,
6,10,21,25,30,45,
1,2,3,4,28,45,
7,10,14,23,27,41,
1,17,29,40,42,45,
6,10,16,30,34,40,
5,23,27,37,43,44,
4,16,37,38,40,45,
3,7,9,11,14,43,
1,4,9,14,29,35,
10,19,28,32,38,45,
14,21,26,30,32,39,
5,20,26,28,30,41,
1,2,8,9,12,19,
13,17,22,38,41,45,
16,32,33,36,40,41,
3,15,35,36,39,44,
5,16,23,25,31,43,
7,16,19,22,29,40,
10,14,15,30,35,37,
3,6,10,19,20,34,
2,3,5,18,26,45,
2,8,19,22,24,29,
4,7,14,19,28,39,
11,15,16,19,27,45,
7,23,24,31,41,42,
4,6,12,14,19,33,
3,7,22,26,29,42,
4,20,22,24,32,44,
3,24,27,34,43,45,
11,14,15,17,22,45,
4,8,21,23,29,31,
10,19,30,33,35,43,
1,5,7,14,27,32,
1,4,7,31,40,44,
2,15,21,23,38,40,
3,11,17,22,25,30,
6,13,29,33,42,43,
9,11,12,15,38,41,
3,4,11,22,36,41,
2,4,12,18,27,41,
1,14,28,35,38,45,
2,9,19,21,28,33,
15,19,21,24,27,33,
11,21,28,29,43,44,
2,13,16,23,29,44,
1,6,8,21,31,37,
12,17,25,26,35,42,
3,4,7,24,42,44,
6,12,14,29,40,41,
6,9,10,29,37,41,
8,16,17,28,33,35,
7,11,17,21,29,42,
1,9,20,26,35,36,
11,12,25,26,29,37,
2,5,10,18,31,38,
6,9,27,31,36,43,
13,16,19,40,41,43,
8,12,20,22,27,28,
9,15,20,29,37,42,
4,5,6,16,24,35,
9,17,21,28,34,44,
6,8,14,18,38,40,
6,13,26,27,28,33,
9,21,33,36,38,45,
1,14,16,23,27,44,
16,26,27,38,41,45,
2,20,24,27,38,40,
11,14,24,31,35,39,
9,19,28,30,33,35,
19,22,24,34,44,45,
1,6,15,22,27,33,
12,17,19,29,39,40,
2,6,7,16,20,31,
1,4,5,12,13,39,
1,3,24,26,39,42,
9,13,16,28,31,36,
9,10,26,27,28,43,
6,8,20,31,32,37,
2,4,33,36,41,45,
3,20,30,35,38,41,
4,9,10,34,42,43,
5,11,17,21,39,44,
4,6,9,21,29,44,
3,4,5,18,25,44,
3,9,12,36,38,44,
2,10,13,17,32,38,
8,16,27,28,33,35,
13,27,31,32,42,43,
1,10,16,18,25,45,
1,9,12,13,22,33,
7,14,15,17,32,40,
15,22,23,25,27,45,
4,8,14,18,28,41,
5,19,22,26,32,36,
2,12,16,18,30,34,
13,16,22,24,37,40,
2,6,7,11,23,24,
13,14,17,20,40,42,
6,12,29,30,36,40,
2,15,16,20,23,43,
9,11,19,20,30,42,
15,18,22,30,40,44,
5,7,11,20,35,40,
6,10,12,22,30,41,
5,21,23,29,36,44,
2,25,28,30,42,44,
23,25,27,29,30,38,
5,11,25,29,30,37,
5,6,8,24,30,34,
1,2,33,40,43,44,
9,12,27,35,40,43,
8,10,24,31,36,39,
5,11,17,24,32,45,
18,23,33,34,43,44,
2,9,15,22,39,40,
5,7,10,19,26,40,
6,18,23,28,29,36,
2,20,26,32,39,45,
4,10,17,36,42,43,
7,9,12,14,33,40,
8,13,16,28,30,37,
22,26,30,33,39,40,
3,6,7,38,42,45,
6,8,16,22,23,28,
26,33,35,36,40,42,
9,21,25,26,38,41,
13,19,24,39,41,42,
6,14,17,30,35,38,
3,9,15,29,34,37,
2,4,30,34,35,36,
1,11,15,20,30,40,
8,9,16,18,29,43,
2,4,7,10,17,23,
2,4,17,34,40,44,
1,7,22,39,41,44,
4,14,17,29,31,37,
2,3,17,22,23,27,
4,10,12,23,30,36,
2,3,22,24,35,39,
11,15,22,24,25,29,
3,16,19,33,35,44,
10,16,23,26,27,39,
1,12,19,21,24,39,
4,12,18,28,33,40,
8,9,26,27,35,42,
3,8,18,33,34,45,
5,11,14,20,22,43,
3,5,34,36,40,43,
1,9,10,14,15,18,
6,10,21,28,43,44,
8,23,26,27,31,43,
3,4,8,18,26,42,
5,12,18,19,20,45,
11,14,18,21,27,45,
11,28,30,36,40,41,
3,10,11,15,17,24,
8,11,17,22,28,45,
2,18,22,24,37,39,
3,4,12,24,40,45,
7,11,12,23,26,31,
2,24,25,32,34,42,
4,6,8,23,32,40,
5,7,14,27,31,39,
4,5,6,8,11,24,
1,12,13,17,28,36,
9,10,14,27,28,36,
8,12,24,36,42,45,
16,25,29,35,37,45,
4,15,26,28,36,37,
2,8,10,15,20,40,
8,12,19,29,42,45,
2,8,10,11,13,44,
27,30,36,38,39,45,
4,6,18,21,27,33,
3,10,17,19,25,44,
1,10,22,27,29,34,
6,14,20,24,37,38,
3,7,11,14,17,23,
9,18,19,21,29,35,
8,9,13,14,19,39,
17,18,22,23,28,45,
1,6,8,18,24,34,
28,29,37,38,39,42,
15,16,19,32,34,42,
3,6,11,15,22,26,
4,5,17,30,40,41,
1,2,19,32,37,39,
7,17,21,23,25,29,
11,15,22,28,30,35,
10,22,32,38,43,45,
1,6,8,18,22,40,
2,7,23,29,36,40,
5,11,16,18,20,39,
3,15,22,26,30,35,
5,14,15,37,39,40,
2,15,17,18,29,38,
9,16,19,23,27,31,
9,14,20,23,38,45,
15,17,20,22,28,33,
13,18,23,25,27,44,
4,10,15,28,34,39,
12,21,22,26,33,44,
9,18,25,31,35,45,
14,15,22,30,37,45,
8,9,16,22,29,44,
5,19,21,26,36,39,
6,14,16,17,30,32,
7,12,21,25,35,39,
1,2,4,10,25,40,
1,7,15,19,35,42,
7,15,17,19,29,38,
15,19,22,31,33,42,
2,11,18,24,27,36,
8,16,20,29,32,42,
10,17,35,36,38,41,
14,19,21,22,32,36,
8,20,25,31,32,37,
3,10,22,24,40,45,
3,19,20,25,30,33,
1,4,6,11,32,41,
9,12,20,24,27,28,
6,10,20,26,28,36,
26,28,30,32,33,39,
2,6,15,19,27,44,
15,17,18,21,25,40,
1,3,8,12,43,45,
5,13,17,31,41,42,
7,13,19,27,34,43,
4,8,11,15,16,38,
7,9,10,32,37,41,
13,15,17,27,44,45,
3,21,30,33,38,42,
8,17,34,35,36,40,
1,4,12,13,14,31,
15,17,37,40,41,44,
4,6,31,35,38,44,
16,19,22,26,35,41,
4,6,28,31,33,44,
23,24,29,34,39,45,
14,15,27,30,32,39,
15,16,22,24,25,40,
3,5,12,21,37,45,
3,16,26,35,37,40,
5,10,11,24,28,35,
11,14,16,19,32,43,
13,14,19,24,25,29,
2,3,11,14,24,35,
9,23,31,34,42,44,
7,13,14,18,36,45,
4,9,18,33,43,44,
1,16,25,29,35,44,
2,29,33,35,40,42,
3,15,22,23,24,34,
17,22,33,36,37,38,
7,16,20,31,35,41,
5,11,28,34,39,43,
8,9,20,34,37,38,
6,9,33,38,40,45,
5,13,14,27,37,42,
13,16,17,26,35,44,
18,20,27,34,36,41,
3,4,6,13,42,43,
1,9,14,16,20,31,
6,16,20,21,27,44,
5,12,28,34,35,42,
1,8,9,27,35,41,
14,15,24,33,40,45,
11,17,24,39,41,43,
3,8,11,13,22,37,
20,31,32,38,42,44,
2,13,18,28,30,33,
6,24,25,35,36,43,
10,17,24,25,27,29,
1,8,9,16,24,39,
12,15,28,30,39,40,
3,4,7,9,27,36,
2,17,19,26,32,45,
10,12,21,24,36,39,
15,21,26,29,35,37,
10,17,20,31,39,41,
9,11,21,25,29,40,
6,7,24,30,36,39,
10,22,33,39,43,45,
13,20,26,27,28,43,
2,6,12,16,20,34,
6,10,19,20,28,37,
3,7,24,28,29,35,
1,3,5,8,13,36,
2,9,18,31,36,37,
3,5,23,25,33,43,
1,2,9,11,12,15,
